score,hand_length,action,result,reward,p_hand_1,p_hand_2,p_hand_is_nbj,p_hand_is_busted,d_hand_1,d_hand_length,money
15,2,HIT,unsettled,0,16,26,False,False,22,1,-82625
16,3,HIT,unsettled,0,16,26,False,False,22,1,-82625
17,2,RETRY,unsettled,-5,19,50,False,False,43,1,-82675
13,2,STAND,win,20,19,44,False,False,43,1,-82680
12,2,RETRY,unsettled,-5,23,40,False,False,15,1,-82680
13,2,RETRY,unsettled,-5,23,41,False,False,15,1,-82685
20,2,RETRY,unsettled,-5,23,51,False,False,15,1,-82690
20,2,STAND,win,20,23,38,False,False,15,1,-82695
7,2,RETRY,unsettled,-5,27,30,False,False,7,1,-82685
12,2,HIT,unsettled,0,27,48,False,False,7,1,-82690
19,2,DOUBLE DOWN,win,40,13,46,False,False,46,1,-82760
15,2,RETRY,unsettled,-5,17,10,False,False,2,1,-82720
12,2,HIT,unsettled,0,27,24,False,False,13,1,-82765
12,2,STAND,win,20,11,14,False,False,22,1,-82785
13,2,RETRY,unsettled,-5,9,15,False,False,25,1,-82765
10,2,HIT,unsettled,0,3,31,False,False,41,1,-82880
16,3,HIT,unsettled,0,3,31,False,False,41,1,-82880
20,2,DOUBLE DOWN,win,40,8,39,False,False,20,1,-82900
14,2,RETRY,unsettled,-5,31,46,False,False,0,1,-82880
15,2,STAND,win,20,31,34,False,False,0,1,-82885
16,2,SURRENDER,surrendered,-10,0,43,False,False,27,1,-82915
21,2,STAND,win,30,38,13,True,False,29,1,-82945
16,2,SURRENDER,surrendered,-10,38,5,False,False,35,1,-82975
21,2,STAND,win,30,51,13,True,False,5,1,-82985
15,2,STAND,win,20,49,30,False,False,6,1,-82955
11,2,HIT,unsettled,0,16,45,False,False,29,1,-82935
16,3,DOUBLE DOWN,win,40,16,45,False,False,29,1,-82935
16,2,RETRY,unsettled,-5,34,19,False,False,5,1,-82935
15,2,HIT,unsettled,0,30,22,False,False,39,1,-83000
16,3,RETRY,unsettled,-5,30,22,False,False,39,1,-83000
15,2,DOUBLE DOWN,win,40,30,24,False,False,49,1,-83025
15,2,HIT,unsettled,0,16,13,False,False,40,1,-82985
13,2,DOUBLE DOWN,win,40,6,44,False,False,4,1,-83005
10,2,DOUBLE DOWN,win,40,41,32,False,False,11,1,-83005
10,2,DOUBLE DOWN,win,40,1,7,False,False,43,1,-82965
16,2,STAND,win,20,25,31,False,False,10,1,-82925
20,2,STAND,win,20,12,50,False,False,3,1,-82905
21,2,RETRY,unsettled,-5,22,39,True,False,41,1,-83005
17,2,RETRY,unsettled,-5,9,19,False,False,37,1,-83060
17,2,RETRY,unsettled,-5,11,45,False,False,21,1,-83085
14,2,DOUBLE DOWN,win,40,29,9,False,False,17,1,-83130
9,2,DOUBLE DOWN,win,40,1,45,False,False,39,1,-83110
16,2,HIT,unsettled,0,35,18,False,False,42,1,-83070
15,2,DOUBLE DOWN,win,40,38,43,False,False,19,1,-83090
10,2,DOUBLE DOWN,win,40,16,44,False,False,23,1,-83080
20,2,STAND,win,20,13,21,False,False,20,1,-83050
21,2,HIT,unsettled,0,10,39,True,False,8,1,-83030
13,2,RETRY,unsettled,-5,6,31,False,False,0,1,-83050
16,2,SURRENDER,surrendered,-10,19,21,False,False,33,1,-83065
12,2,HIT,unsettled,0,16,20,False,False,0,1,-83075
20,3,HIT,unsettled,0,16,20,False,False,0,1,-83075
5,2,HIT,unsettled,0,28,27,False,False,16,1,-83085
14,2,HIT,unsettled,0,29,24,False,False,22,1,-83105
16,3,HIT,unsettled,0,29,24,False,False,22,1,-83105
15,2,SURRENDER,surrendered,-10,35,30,False,False,50,1,-83145
20,2,HIT,unsettled,0,47,13,False,False,21,1,-83195
18,3,RETRY,unsettled,-5,47,13,False,False,21,1,-83195
7,2,DOUBLE DOWN,win,40,1,43,False,False,13,1,-83240
9,2,HIT,unsettled,0,42,17,False,False,17,1,-83210
16,2,SURRENDER,surrendered,-10,34,32,False,False,6,1,-83250
16,2,SURRENDER,surrendered,-10,31,12,False,False,11,1,-83450
12,2,RETRY,unsettled,-5,10,1,False,False,42,1,-83460
18,2,RETRY,unsettled,-5,10,7,False,False,42,1,-83465
21,2,STAND,win,30,10,26,True,False,42,1,-83470
16,2,RETRY,unsettled,-5,44,12,False,False,40,1,-83440
16,2,RETRY,unsettled,-5,44,50,False,False,40,1,-83445
10,2,DOUBLE DOWN,win,40,44,42,False,False,40,1,-83450
15,2,SURRENDER,surrendered,-10,12,30,False,False,41,1,-83410
19,2,RETRY,unsettled,-5,11,34,False,False,25,1,-83510
19,2,STAND,win,20,47,49,False,False,23,1,-83525
13,2,RETRY,unsettled,-5,25,41,False,False,6,1,-83505
16,2,SURRENDER,surrendered,-10,25,18,False,False,6,1,-83510
19,2,HIT,unsettled,0,48,8,False,False,10,1,-83520
20,3,RETRY,unsettled,-5,48,8,False,False,10,1,-83520
20,3,STAND,win,20,48,8,False,False,10,1,-83525
17,2,SURRENDER,surrendered,-10,33,47,False,False,29,1,-83515
17,2,RETRY,unsettled,-5,22,19,False,False,4,1,-83525
18,2,HIT,unsettled,0,22,20,False,False,4,1,-83530
20,3,STAND,win,20,22,20,False,False,4,1,-83530
20,2,STAND,draw,0,38,51,False,False,33,1,-83530
10,2,RETRY,unsettled,-5,44,16,False,False,7,1,-83530
18,2,HIT,unsettled,0,7,50,False,False,35,1,-83565
16,2,SURRENDER,surrendered,-10,31,22,False,False,30,1,-83605
19,2,HIT,unsettled,0,8,23,False,False,12,1,-83615
13,2,STAND,win,20,40,0,False,False,25,1,-83675
16,2,RETRY,unsettled,-5,37,5,False,False,46,1,-83655
11,2,RETRY,unsettled,-5,20,41,False,False,32,1,-83750
8,2,RETRY,unsettled,-5,27,18,False,False,35,1,-83765
21,2,HIT,unsettled,0,0,35,True,False,3,1,-83820
17,2,DOUBLE DOWN,win,40,25,19,False,False,24,1,-83860
14,2,DOUBLE DOWN,win,40,24,29,False,False,49,1,-83860
10,2,RETRY,unsettled,-5,42,44,False,False,31,1,-83820
10,2,RETRY,unsettled,-5,17,4,False,False,29,1,-83925
15,2,SURRENDER,surrendered,-10,20,32,False,False,0,1,-83950
17,2,HIT,unsettled,0,13,31,False,False,50,1,-83960
20,2,HIT,unsettled,0,8,26,False,False,39,1,-84020
16,3,SURRENDER,surrendered,-10,8,26,False,False,39,1,-84020
20,2,STAND,win,20,9,50,False,False,12,1,-84090
9,2,RETRY,unsettled,-5,14,32,False,False,35,1,-84070
13,2,HIT,unsettled,0,14,13,False,False,35,1,-84075
13,3,RETRY,unsettled,-5,14,13,False,False,35,1,-84075
16,2,RETRY,unsettled,-5,32,21,False,False,43,1,-84140
17,2,SURRENDER,surrendered,-10,32,48,False,False,43,1,-84145
11,2,DOUBLE DOWN,win,40,20,28,False,False,20,1,-84155
18,2,RETRY,unsettled,-5,51,7,False,False,47,1,-84115
14,2,RETRY,unsettled,-5,51,29,False,False,47,1,-84120
14,2,DOUBLE DOWN,win,40,51,42,False,False,47,1,-84125
14,2,RETRY,unsettled,-5,19,45,False,False,17,1,-84085
11,2,RETRY,unsettled,-5,19,3,False,False,17,1,-84090
13,2,HIT,unsettled,0,19,44,False,False,17,1,-84095
14,3,STAND,win,20,19,44,False,False,17,1,-84095
7,2,DOUBLE DOWN,win,40,27,4,False,False,33,1,-84075
21,2,STAND,win,30,35,0,True,False,7,1,-84065
20,2,STAND,win,20,50,35,False,False,46,1,-84095
17,2,RETRY,unsettled,-5,39,18,False,False,42,1,-84195
15,2,STAND,win,20,24,30,False,False,30,1,-84240
15,2,HIT,unsettled,0,29,39,False,False,36,1,-84280
20,2,RETRY,unsettled,-5,12,23,False,False,0,1,-84290
20,2,RETRY,unsettled,-5,38,11,False,False,17,1,-84305
20,2,RETRY,unsettled,-5,38,37,False,False,17,1,-84310
15,2,SURRENDER,surrendered,-10,26,3,False,False,35,1,-84335
12,2,RETRY,unsettled,-5,47,41,False,False,37,1,-84395
13,2,HIT,unsettled,0,47,16,False,False,37,1,-84400
15,3,SURRENDER,surrendered,-10,47,16,False,False,37,1,-84400
13,2,RETRY,unsettled,-5,10,15,False,False,12,1,-84430
8,2,HIT,unsettled,0,40,31,False,False,0,1,-84475
19,3,STAND,win,20,40,31,False,False,0,1,-84475
15,2,RETRY,unsettled,-5,22,43,False,False,28,1,-84505
14,2,RETRY,unsettled,-5,25,16,False,False,46,1,-84520
20,2,RETRY,unsettled,-5,25,51,False,False,46,1,-84525
13,2,RETRY,unsettled,-5,38,15,False,False,8,1,-84550
20,2,RETRY,unsettled,-5,38,11,False,False,8,1,-84555
17,2,RETRY,unsettled,-5,39,44,False,False,46,1,-84610
16,2,HIT,unsettled,0,37,31,False,False,33,1,-84665
17,2,HIT,unsettled,0,45,48,False,False,33,1,-84765
20,3,STAND,win,20,45,48,False,False,33,1,-84765
14,2,RETRY,unsettled,-5,24,42,False,False,18,1,-84785
20,2,RETRY,unsettled,-5,24,23,False,False,18,1,-84790
8,2,HIT,unsettled,0,14,31,False,False,0,1,-84815
15,2,SURRENDER,surrendered,-10,42,13,False,False,20,1,-84855
17,2,RETRY,unsettled,-5,21,46,False,False,8,1,-84915
16,2,HIT,unsettled,0,4,0,False,False,44,1,-84980
20,2,STAND,draw,0,49,35,False,False,21,1,-85000
21,2,DOUBLE DOWN,win,40,12,39,True,False,17,1,-85040
16,2,SURRENDER,surrendered,-10,47,45,False,False,19,1,-85030
16,2,SURRENDER,surrendered,-10,33,7,False,False,44,1,-85100
10,2,RETRY,unsettled,-5,33,14,False,False,8,1,-85160
18,2,RETRY,unsettled,-5,33,48,False,False,8,1,-85165
21,2,RETRY,unsettled,-5,51,26,True,False,19,1,-85290
15,2,SURRENDER,surrendered,-10,51,4,False,False,19,1,-85295
12,2,HIT,unsettled,0,43,45,False,False,43,1,-85305
12,2,HIT,unsettled,0,27,23,False,False,26,1,-85345
16,3,HIT,unsettled,0,27,23,False,False,26,1,-85345
13,2,RETRY,unsettled,-5,2,50,False,False,21,1,-85455
11,2,HIT,unsettled,0,44,4,False,False,12,1,-85480
15,2,HIT,unsettled,0,13,3,False,False,39,1,-85500
20,3,HIT,unsettled,0,13,3,False,False,39,1,-85500
16,2,SURRENDER,surrendered,-10,18,10,False,False,46,1,-85600
18,2,RETRY,unsettled,-5,24,7,False,False,3,1,-85610
20,2,RETRY,unsettled,-5,24,25,False,False,3,1,-85615
18,2,RETRY,unsettled,-5,24,20,False,False,3,1,-85620
10,2,RETRY,unsettled,-5,31,16,False,False,29,1,-85805
16,2,SURRENDER,surrendered,-10,31,11,False,False,29,1,-85810
17,2,RETRY,unsettled,-5,6,25,False,False,16,1,-85820
15,2,RETRY,unsettled,-5,36,43,False,False,12,1,-85845
15,2,DOUBLE DOWN,draw,0,36,17,False,False,12,1,-85850
10,2,STAND,win,20,46,27,False,False,4,1,-85890
17,2,SURRENDER,surrendered,-10,46,8,False,False,44,1,-85870
8,2,RETRY,unsettled,-5,18,40,False,False,47,1,-85930
21,2,HIT,unsettled,0,23,26,True,False,50,1,-85965
17,2,SURRENDER,surrendered,-10,19,36,False,False,51,1,-85985
13,2,HIT,unsettled,0,1,26,False,False,37,1,-85995
17,3,RETRY,unsettled,-5,1,26,False,False,37,1,-85995
10,2,HIT,unsettled,0,7,14,False,False,22,1,-86010
20,2,STAND,win,20,13,21,False,False,23,1,-86150
14,2,RETRY,unsettled,-5,42,35,False,False,41,1,-86180
20,2,RETRY,unsettled,-5,22,9,False,False,37,1,-86195
19,2,HIT,unsettled,0,20,39,False,False,8,1,-86240
21,3,DOUBLE DOWN,win,40,20,39,False,False,8,1,-86240
20,2,STAND,win,20,12,24,False,False,44,1,-86220
13,2,RETRY,unsettled,-5,2,36,False,False,47,1,-86200
15,2,HIT,unsettled,0,39,3,False,False,35,1,-86235
16,3,SURRENDER,surrendered,-10,39,3,False,False,35,1,-86235
21,2,STAND,win,30,13,12,True,False,27,1,-86245
10,2,STAND,win,20,2,32,False,False,18,1,-86225
12,2,HIT,unsettled,0,10,27,False,False,41,1,-86225
11,2,HIT,unsettled,0,4,44,False,False,11,1,-86295
19,3,STAND,win,20,4,44,False,False,11,1,-86295
13,2,HIT,unsettled,0,24,2,False,False,3,1,-86275
21,2,STAND,draw,0,48,13,True,False,35,1,-86285
8,2,HIT,unsettled,0,15,30,False,False,51,1,-86325
10,2,STAND,win,20,33,40,False,False,36,1,-86365
14,2,STAND,win,20,51,42,False,False,27,1,-86355
17,2,RETRY,unsettled,-5,25,6,False,False,47,1,-86395
18,2,STAND,win,20,25,7,False,False,47,1,-86400
6,2,HIT,unsettled,0,41,41,False,False,26,1,-86400
17,2,DOUBLE DOWN,draw,0,51,6,False,False,9,1,-86500
12,2,RETRY,unsettled,-5,25,1,False,False,49,1,-86520
18,2,DOUBLE DOWN,draw,0,7,35,False,False,4,1,-86615
17,2,RETRY,unsettled,-5,46,47,False,False,1,1,-86615
15,2,RETRY,unsettled,-5,43,36,False,False,21,1,-86640
11,2,DOUBLE DOWN,win,40,43,44,False,False,21,1,-86645
12,2,HIT,unsettled,0,10,1,False,False,7,1,-86605
21,2,STAND,win,30,48,26,True,False,29,1,-86645
17,2,SURRENDER,surrendered,-10,5,13,False,False,6,1,-86635
9,2,RETRY,unsettled,-5,18,28,False,False,0,1,-86685
9,2,RETRY,unsettled,-5,18,28,False,False,0,1,-86690
16,2,DOUBLE DOWN,draw,0,18,50,False,False,0,1,-86695
18,2,RETRY,unsettled,-5,39,19,False,False,50,1,-86715
15,2,HIT,unsettled,0,39,42,False,False,50,1,-86720
12,3,RETRY,unsettled,-5,39,42,False,False,50,1,-86720
20,3,STAND,win,20,39,42,False,False,50,1,-86725
14,2,HIT,unsettled,0,42,10,False,False,35,1,-86795
16,3,SURRENDER,surrendered,-10,42,10,False,False,35,1,-86795
11,2,HIT,unsettled,0,45,3,False,False,47,1,-86865
20,2,RETRY,unsettled,-5,12,23,False,False,19,1,-86935
20,2,DOUBLE DOWN,win,40,12,50,False,False,19,1,-86940
21,2,STAND,win,30,36,26,True,False,30,1,-86920
4,2,RETRY,unsettled,-5,40,1,False,False,38,1,-86890
10,2,STAND,win,20,41,45,False,False,44,1,-86905
10,2,DOUBLE DOWN,win,40,16,5,False,False,46,1,-86885
11,2,DOUBLE DOWN,win,40,32,29,False,False,17,1,-86845
19,2,DOUBLE DOWN,draw,0,39,7,False,False,33,1,-86845
12,2,RETRY,unsettled,-5,21,28,False,False,26,1,-86855
19,2,RETRY,unsettled,-5,21,23,False,False,26,1,-86860
18,2,RETRY,unsettled,-5,11,46,False,False,16,1,-86885
11,2,HIT,unsettled,0,5,17,False,False,42,1,-86910
19,3,DOUBLE DOWN,draw,0,5,17,False,False,42,1,-86910
17,2,SURRENDER,surrendered,-10,0,44,False,False,17,1,-86960
18,2,STAND,draw,0,36,33,False,False,26,1,-86980
20,2,STAND,win,20,37,22,False,False,40,1,-87050
7,2,RETRY,unsettled,-5,40,4,False,False,31,1,-87030
21,2,RETRY,unsettled,-5,23,0,True,False,9,1,-87045
19,2,DOUBLE DOWN,win,40,25,21,False,False,2,1,-87140
19,2,RETRY,unsettled,-5,37,8,False,False,1,1,-87120
16,2,RETRY,unsettled,-5,5,50,False,False,27,1,-87155
9,2,RETRY,unsettled,-5,4,16,False,False,43,1,-87180
8,2,RETRY,unsettled,-5,4,2,False,False,43,1,-87185
12,2,RETRY,unsettled,-5,4,45,False,False,43,1,-87190
11,2,HIT,unsettled,0,4,44,False,False,43,1,-87195
12,2,RETRY,unsettled,-5,2,47,False,False,45,1,-87255
13,2,RETRY,unsettled,-5,2,12,False,False,45,1,-87260
13,2,RETRY,unsettled,-5,2,25,False,False,45,1,-87265
9,2,HIT,unsettled,0,2,5,False,False,45,1,-87270
7,2,RETRY,unsettled,-5,4,40,False,False,10,1,-87280
15,2,SURRENDER,surrendered,-10,4,24,False,False,10,1,-87285
7,2,RETRY,unsettled,-5,15,3,False,False,41,1,-87295
7,2,RETRY,unsettled,-5,15,42,False,False,41,1,-87300
11,2,HIT,unsettled,0,15,33,False,False,41,1,-87305
19,2,RETRY,unsettled,-5,47,38,False,False,36,1,-87325
20,2,HIT,unsettled,0,8,0,False,False,29,1,-87450
14,2,RETRY,unsettled,-5,16,50,False,False,25,1,-87490
18,2,DOUBLE DOWN,win,40,26,19,False,False,2,1,-87525
19,2,STAND,win,20,7,26,False,False,47,1,-87485
21,2,HIT,unsettled,0,26,38,True,False,22,1,-87545
15,3,STAND,win,20,26,38,False,False,22,1,-87545
6,2,RETRY,unsettled,-5,27,42,False,False,39,1,-87525
14,2,RETRY,unsettled,-5,49,42,False,False,9,1,-87570
20,2,STAND,draw,0,49,37,False,False,9,1,-87575
13,2,HIT,unsettled,0,0,27,False,False,45,1,-87575
15,2,SURRENDER,surrendered,-10,30,50,False,False,28,1,-87705
11,2,DOUBLE DOWN,win,40,44,43,False,False,17,1,-87715
13,2,RETRY,unsettled,-5,36,2,False,False,30,1,-87725
13,2,RETRY,unsettled,-5,46,43,False,False,40,1,-87740
20,2,HIT,unsettled,0,34,13,False,False,44,1,-87805
16,2,DOUBLE DOWN,draw,0,50,18,False,False,24,1,-87825
16,2,DOUBLE DOWN,win,40,7,20,False,False,44,1,-87845
10,2,HIT,unsettled,0,16,5,False,False,9,1,-87825
12,2,HIT,unsettled,0,13,26,False,False,26,1,-87895
19,3,HIT,unsettled,0,13,26,False,False,26,1,-87895
18,2,RETRY,unsettled,-5,46,37,False,False,2,1,-87955
10,2,HIT,unsettled,0,46,40,False,False,2,1,-87960
19,3,STAND,win,20,46,40,False,False,2,1,-87960
15,2,RETRY,unsettled,-5,39,3,False,False,20,1,-88020
20,2,HIT,unsettled,0,39,47,False,False,20,1,-88025
20,3,RETRY,unsettled,-5,39,47,False,False,20,1,-88025
10,2,DOUBLE DOWN,draw,0,15,6,False,False,29,1,-88050
9,2,DOUBLE DOWN,win,40,32,14,False,False,37,1,-88170
15,2,SURRENDER,surrendered,-10,0,3,False,False,28,1,-88130
12,2,RETRY,unsettled,-5,40,48,False,False,49,1,-88140
19,2,DOUBLE DOWN,win,40,39,20,False,False,13,1,-88205
13,2,RETRY,unsettled,-5,5,45,False,False,23,1,-88185
13,2,HIT,unsettled,0,5,6,False,False,23,1,-88190
17,3,SURRENDER,surrendered,-10,5,6,False,False,23,1,-88190
13,2,STAND,win,20,17,33,False,False,30,1,-88200
17,2,SURRENDER,surrendered,-10,46,47,False,False,29,1,-88200
16,2,SURRENDER,surrendered,-10,0,4,False,False,29,1,-88210
20,2,STAND,draw,0,47,26,False,False,36,1,-88340
20,2,RETRY,unsettled,-5,51,50,False,False,21,1,-88340
13,2,DOUBLE DOWN,draw,0,51,41,False,False,21,1,-88345
20,2,RETRY,unsettled,-5,9,11,False,False,35,1,-88355
21,2,HIT,unsettled,0,39,48,True,False,44,1,-88400
15,2,SURRENDER,surrendered,-10,43,10,False,False,21,1,-88430
15,2,RETRY,unsettled,-5,39,3,False,False,35,1,-88440
17,2,SURRENDER,surrendered,-10,6,11,False,False,1,1,-88465
17,2,STAND,draw,0,19,51,False,False,21,1,-88475
17,2,SURRENDER,surrendered,-10,19,12,False,False,16,1,-88545
14,2,HIT,unsettled,0,25,29,False,False,44,1,-88575
21,2,HIT,unsettled,0,50,39,True,False,20,1,-88635
12,2,HIT,unsettled,0,47,41,False,False,11,1,-88655
13,2,HIT,unsettled,0,40,0,False,False,48,1,-88675
12,2,HIT,unsettled,0,37,27,False,False,49,1,-88685
11,2,HIT,unsettled,0,20,15,False,False,25,1,-88725
12,3,RETRY,unsettled,-5,20,15,False,False,25,1,-88725
10,2,HIT,unsettled,0,30,43,False,False,7,1,-88800
14,3,DOUBLE DOWN,win,40,30,43,False,False,7,1,-88800
20,2,STAND,draw,0,10,9,False,False,19,1,-88800
17,2,DOUBLE DOWN,win,40,7,34,False,False,41,1,-88800
19,2,HIT,unsettled,0,47,23,False,False,5,1,-88760
11,2,RETRY,unsettled,-5,1,8,False,False,49,1,-88785
7,2,HIT,unsettled,0,1,17,False,False,49,1,-88790
21,2,STAND,win,30,39,37,True,False,50,1,-88860
16,2,RETRY,unsettled,-5,18,35,False,False,51,1,-88850
8,2,HIT,unsettled,0,18,27,False,False,51,1,-88855
17,2,STAND,draw,0,32,25,False,False,6,1,-88935
15,2,DOUBLE DOWN,win,40,38,4,False,False,28,1,-88955
14,2,HIT,unsettled,0,24,16,False,False,39,1,-88915
12,2,HIT,unsettled,0,1,36,False,False,50,1,-89025
19,2,STAND,win,20,13,46,False,False,20,1,-89060
12,2,HIT,unsettled,0,5,5,False,False,35,1,-89060
15,3,SURRENDER,surrendered,-10,5,5,False,False,35,1,-89060
11,2,HIT,unsettled,0,3,6,False,False,39,1,-89120
19,3,RETRY,unsettled,-5,3,6,False,False,39,1,-89120
16,3,HIT,unsettled,0,3,6,False,False,39,1,-89125
16,2,HIT,unsettled,0,49,18,False,False,38,1,-89145
18,3,HIT,unsettled,0,49,18,False,False,38,1,-89145
11,2,DOUBLE DOWN,win,40,45,3,False,False,10,1,-89170
9,2,RETRY,unsettled,-5,40,45,False,False,34,1,-89160
11,2,RETRY,unsettled,-5,40,8,False,False,34,1,-89165
11,2,HIT,unsettled,0,31,17,False,False,39,1,-89180
15,2,HIT,unsettled,0,45,33,False,False,3,1,-89220
21,3,STAND,win,20,45,33,False,False,3,1,-89220
13,2,RETRY,unsettled,-5,12,2,False,False,20,1,-89260
20,2,RETRY,unsettled,-5,35,23,False,False,35,1,-89275
20,2,STAND,win,20,35,10,False,False,35,1,-89280
18,2,HIT,unsettled,0,6,13,False,False,47,1,-89280
17,3,STAND,draw,0,6,13,False,False,47,1,-89280
8,2,DOUBLE DOWN,draw,0,15,4,False,False,46,1,-89280
14,2,RETRY,unsettled,-5,29,12,False,False,6,1,-89280
13,2,DOUBLE DOWN,win,40,28,50,False,False,39,1,-89295
12,2,RETRY,unsettled,-5,1,9,False,False,32,1,-89255
15,2,DOUBLE DOWN,draw,0,44,34,False,False,36,1,-89300
20,2,RETRY,unsettled,-5,25,9,False,False,13,1,-89320
16,2,STAND,win,20,25,31,False,False,13,1,-89325
20,2,STAND,win,20,10,38,False,False,42,1,-89345
15,2,DOUBLE DOWN,win,40,49,30,False,False,9,1,-89325
15,2,SURRENDER,surrendered,-10,13,3,False,False,47,1,-89285
11,2,HIT,unsettled,0,44,43,False,False,31,1,-89345
18,2,STAND,win,20,33,50,False,False,11,1,-89385
13,2,RETRY,unsettled,-5,20,43,False,False,51,1,-89385
17,2,SURRENDER,surrendered,-10,20,21,False,False,51,1,-89390
21,2,STAND,win,30,0,22,True,False,31,1,-89530
9,2,DOUBLE DOWN,win,40,15,5,False,False,28,1,-89500
20,2,RETRY,unsettled,-5,10,50,False,False,29,1,-89460
21,2,STAND,win,30,36,13,True,False,46,1,-89535
12,2,STAND,win,20,46,29,False,False,3,1,-89505
5,2,DOUBLE DOWN,win,40,2,40,False,False,23,1,-89485
15,2,STAND,win,20,9,4,False,False,27,1,-89455
16,2,RETRY,unsettled,-5,34,6,False,False,0,1,-89445
15,2,SURRENDER,surrendered,-10,46,6,False,False,21,1,-89500
13,2,RETRY,unsettled,-5,17,33,False,False,50,1,-89510
15,2,DOUBLE DOWN,draw,0,4,48,False,False,24,1,-89555
13,2,RETRY,unsettled,-5,23,15,False,False,42,1,-89575
13,2,STAND,win,20,40,13,False,False,34,1,-89600
12,2,RETRY,unsettled,-5,14,10,False,False,5,1,-89580
15,2,RETRY,unsettled,-5,3,0,False,False,18,1,-89595
14,2,HIT,unsettled,0,3,36,False,False,18,1,-89600
16,3,SURRENDER,surrendered,-10,3,36,False,False,18,1,-89600
13,2,RETRY,unsettled,-5,19,31,False,False,37,1,-89630
17,2,RETRY,unsettled,-5,19,51,False,False,37,1,-89635
8,2,STAND,win,20,28,43,False,False,15,1,-89670
9,2,HIT,unsettled,0,5,28,False,False,17,1,-89700
19,2,RETRY,unsettled,-5,36,47,False,False,39,1,-89720
20,2,RETRY,unsettled,-5,26,8,False,False,31,1,-89745
18,2,RETRY,unsettled,-5,26,6,False,False,31,1,-89750
21,2,HIT,unsettled,0,26,37,True,False,31,1,-89755
20,2,STAND,win,20,10,12,False,False,15,1,-89795
21,2,DOUBLE DOWN,win,40,9,26,True,False,38,1,-89775
18,2,RETRY,unsettled,-5,25,7,False,False,3,1,-89735
19,2,STAND,win,20,25,21,False,False,3,1,-89740
14,2,STAND,win,20,24,29,False,False,51,1,-89720
18,2,STAND,win,20,19,13,False,False,17,1,-89780
21,2,DOUBLE DOWN,win,40,0,50,True,False,46,1,-89810
17,2,STAND,win,20,23,45,False,False,44,1,-89780
17,2,DOUBLE DOWN,win,40,19,50,False,False,17,1,-89770
12,2,DOUBLE DOWN,win,40,36,27,False,False,20,1,-89750
15,2,SURRENDER,surrendered,-10,4,9,False,False,21,1,-89710
12,2,RETRY,unsettled,-5,46,16,False,False,23,1,-89720
17,2,SURRENDER,surrendered,-10,50,32,False,False,19,1,-89775
21,2,DOUBLE DOWN,win,40,0,36,True,False,34,1,-89835
6,2,HIT,unsettled,0,41,15,False,False,1,1,-89795
5,2,HIT,unsettled,0,15,14,False,False,28,1,-89815
19,2,HIT,unsettled,0,20,39,False,False,33,1,-89855
16,3,RETRY,unsettled,-5,20,39,False,False,33,1,-89855
16,2,HIT,unsettled,0,30,39,False,False,11,1,-89880
13,2,RETRY,unsettled,-5,23,41,False,False,26,1,-89910
14,2,RETRY,unsettled,-5,17,47,False,False,1,1,-89955
16,2,RETRY,unsettled,-5,20,7,False,False,11,1,-90050
17,2,SURRENDER,surrendered,-10,34,33,False,False,46,1,-90135
10,2,HIT,unsettled,0,14,7,False,False,42,1,-90165
21,3,HIT,unsettled,0,14,7,False,False,42,1,-90165
16,2,HIT,unsettled,0,18,35,False,False,4,1,-90245
10,2,HIT,unsettled,0,5,29,False,False,38,1,-90285
15,3,RETRY,unsettled,-5,5,29,False,False,38,1,-90285
15,3,RETRY,unsettled,-5,5,29,False,False,38,1,-90290
20,2,RETRY,unsettled,-5,49,36,False,False,8,1,-90335
16,2,SURRENDER,surrendered,-10,49,44,False,False,8,1,-90340
18,2,HIT,unsettled,0,39,45,False,False,28,1,-90380
16,3,SURRENDER,surrendered,-10,39,45,False,False,28,1,-90380
18,2,RETRY,unsettled,-5,11,46,False,False,6,1,-90390
13,2,STAND,win,20,43,20,False,False,40,1,-90405
11,2,RETRY,unsettled,-5,20,2,False,False,17,1,-90385
12,2,STAND,win,20,14,22,False,False,10,1,-90400
12,2,RETRY,unsettled,-5,8,28,False,False,38,1,-90400
19,2,RETRY,unsettled,-5,8,25,False,False,38,1,-90405
12,2,HIT,unsettled,0,14,24,False,False,31,1,-90490
11,2,STAND,win,20,30,44,False,False,18,1,-90530
18,2,HIT,unsettled,0,0,32,False,False,22,1,-90510
11,2,RETRY,unsettled,-5,44,4,False,False,26,1,-90610
16,2,SURRENDER,surrendered,-10,44,10,False,False,26,1,-90615
5,2,DOUBLE DOWN,win,40,27,41,False,False,0,1,-90695
16,2,RETRY,unsettled,-5,19,21,False,False,17,1,-90845
14,2,RETRY,unsettled,-5,19,19,False,False,17,1,-90850
18,2,HIT,unsettled,0,19,13,False,False,17,1,-90855
13,2,HIT,unsettled,0,10,15,False,False,27,1,-90895
8,2,HIT,unsettled,0,18,1,False,False,42,1,-90935
19,3,DOUBLE DOWN,win,40,18,1,False,False,42,1,-90935
14,2,HIT,unsettled,0,0,28,False,False,3,1,-90915
4,2,HIT,unsettled,0,27,14,False,False,15,1,-90975
20,2,STAND,win,20,10,37,False,False,43,1,-91015
9,2,DOUBLE DOWN,win,40,2,31,False,False,41,1,-90995
16,2,HIT,unsettled,0,38,44,False,False,50,1,-90955
