game_id,result,reward
1073,win,20.0
1075,lose,-20.0
1076,lose,-20.0
1077,win,20.0
1079,win,20.0
1080,win,20.0
1082,lose,-20.0
1083,lose,-10.0
1084,lose,-20.0
1085,lose,-20.0
1086,win,20.0
1087,lose,-10.0
1088,lose,-10.0
1089,lose,-40.0
1090,lose,-20.0
1091,lose,-20.0
1092,win,20.0
1093,lose,-20.0
1094,lose,-20.0
1095,lose,-20.0
1096,win,20.0
1097,lose,-20.0
1098,lose,-20.0
1099,lose,-20.0
1100,win,20.0
1101,lose,-20.0
1102,lose,-20.0
1103,win,20.0
1104,lose,-20.0
1105,win,40.0
1106,lose,-20.0
1107,win,40.0
1108,win,20.0
1109,lose,-20.0
1110,lose,-20.0
1111,win,30.0
1112,lose,-20.0
1113,win,20.0
1114,lose,-20.0
1115,lose,-20.0
1116,win,20.0
1117,lose,-20.0
1118,lose,-20.0
1119,lose,-10.0
1120,lose,-20.0
1122,lose,-10.0
1123,lose,-20.0
1124,win,40.0
1125,lose,-20.0
1126,lose,-20.0
1127,lose,-20.0
1128,lose,-20.0
1129,lose,-40.0
1130,lose,-40.0
1131,win,20.0
1134,win,20.0
1135,lose,-10.0
1136,win,20.0
1137,lose,-20.0
1138,lose,-20.0
1140,win,20.0
1141,win,30.0
1142,lose,-20.0
1143,lose,-10.0
1144,win,20.0
1145,lose,-20.0
1146,lose,-10.0
1147,win,20.0
1148,win,20.0
1149,win,20.0
1150,lose,-40.0
1151,win,20.0
1153,lose,-20.0
1154,lose,-20.0
1155,lose,-40.0
1156,lose,-10.0
1157,lose,-20.0
1158,lose,-25.0
1159,lose,-10.0
1160,lose,-40.0
1161,lose,-20.0
1162,lose,-20.0
1163,win,20.0
1164,lose,-40.0
1165,lose,-40.0
1166,win,20.0
1167,win,20.0
1168,lose,-20.0
1169,lose,-40.0
1170,lose,-20.0
1171,lose,-20.0
1172,win,20.0
1173,lose,-20.0
1174,win,20.0
1175,lose,-40.0
1176,lose,-20.0
1177,lose,-20.0
1178,win,20.0
1179,lose,-40.0
1180,lose,-20.0
1181,lose,-20.0
1182,lose,-20.0
1184,lose,-40.0
1185,win,20.0
1186,win,20.0
1187,lose,-20.0
1189,lose,-40.0
1190,lose,-20.0
1191,lose,-40.0
1192,win,20.0
1193,lose,-10.0
1194,lose,-20.0
1195,win,20.0
1196,lose,-20.0
1197,lose,-10.0
1198,win,20.0
1199,win,20.0
1200,win,20.0
1201,lose,-40.0
1203,lose,-20.0
1204,win,40.0
1205,win,20.0
1206,lose,-20.0
1207,win,20.0
1208,win,20.0
1209,lose,-20.0
1210,lose,-20.0
1211,lose,-20.0
1212,lose,-20.0
1214,win,20.0
1217,lose,-20.0
1218,win,20.0
1219,lose,-40.0
1220,lose,-20.0
1221,lose,-40.0
1222,lose,-20.0
1223,win,20.0
1224,win,20.0
1225,win,20.0
1226,lose,-40.0
1227,lose,-20.0
1228,win,20.0
1229,win,20.0
1230,win,20.0
1231,win,20.0
1232,lose,-20.0
1233,lose,-40.0
1234,win,30.0
1235,lose,-20.0
1236,lose,-20.0
1237,lose,-20.0
1238,win,20.0
1239,lose,-20.0
1240,lose,-40.0
1241,lose,-40.0
1242,win,20.0
1243,lose,-20.0
1244,lose,-20.0
1245,lose,-20.0
1246,win,40.0
1247,lose,-10.0
1248,win,20.0
1249,win,20.0
1250,win,20.0
1251,lose,-20.0
1253,win,20.0
1255,win,40.0
1256,lose,-40.0
1257,win,20.0
1258,lose,-40.0
1259,lose,-20.0
1260,win,20.0
1261,win,20.0
1262,lose,-10.0
1265,lose,-40.0
1266,win,40.0
1267,lose,-40.0
1268,win,20.0
1269,win,20.0
1270,lose,-20.0
1271,win,20.0
1272,win,40.0
1273,lose,-10.0
1274,lose,-20.0
1275,win,20.0
1276,lose,-20.0
1277,win,20.0
1278,lose,-10.0
1279,win,20.0
1280,lose,-20.0
1281,win,20.0
1282,lose,-20.0
1283,lose,-10.0
1284,win,20.0
1285,lose,-20.0
1286,lose,-40.0
1287,win,30.0
1288,lose,-10.0
1289,win,20.0
1290,lose,-20.0
1291,lose,-10.0
1292,lose,-20.0
1293,win,30.0
1294,win,20.0
1295,lose,-20.0
1296,lose,-20.0
1297,win,20.0
1298,win,20.0
1299,win,40.0
1300,lose,-20.0
1301,win,20.0
1302,win,20.0
1303,lose,-20.0
1304,lose,-20.0
1305,win,20.0
1306,lose,-20.0
1307,lose,-20.0
1308,lose,-20.0
1309,lose,-10.0
1310,lose,-20.0
1311,win,20.0
1312,lose,-20.0
1313,lose,-20.0
1314,lose,-20.0
1315,win,30.0
1316,lose,-20.0
1317,lose,-20.0
1318,lose,-40.0
1319,lose,-10.0
1320,lose,-20.0
1321,lose,-40.0
1322,win,30.0
1323,lose,-20.0
1324,lose,-40.0
1325,lose,-20.0
1326,lose,-20.0
1327,win,40.0
1328,lose,-20.0
1329,lose,-10.0
1330,lose,-10.0
1331,win,30.0
1332,win,30.0
1333,win,30.0
1334,win,20.0
1335,lose,-20.0
1336,win,20.0
1337,win,30.0
1338,lose,-10.0
1339,win,20.0
1340,lose,-40.0
1341,win,20.0
1342,win,30.0
1343,win,20.0
1344,win,20.0
1345,lose,-40.0
1346,lose,-20.0
1347,lose,-40.0
1348,lose,-10.0
1350,lose,-40.0
1351,win,40.0
1352,lose,-20.0
1353,lose,-20.0
1354,lose,-10.0
1355,lose,-40.0
1356,lose,-20.0
1357,lose,-10.0
1359,lose,-20.0
1360,lose,-20.0
1361,win,20.0
1362,lose,-20.0
1363,win,20.0
1364,lose,-20.0
1365,win,40.0
1366,win,20.0
1367,lose,-10.0
1368,lose,-20.0
1370,lose,-20.0
1371,lose,-10.0
1372,lose,-20.0
1373,win,20.0
1374,lose,-10.0
1375,lose,-20.0
1376,lose,-20.0
1377,lose,-20.0
1379,win,30.0
1380,lose,-20.0
1381,lose,-20.0
1382,lose,-20.0
1383,lose,-20.0
1384,win,40.0
1385,win,20.0
1386,win,20.0
1387,lose,-25.0
1388,lose,-20.0
1389,lose,-20.0
1390,lose,-20.0
1391,lose,-10.0
1392,win,20.0
1393,lose,-20.0
1394,win,20.0
1395,win,20.0
1396,lose,-10.0
1397,win,20.0
1398,lose,-20.0
1399,lose,-20.0
1400,lose,-20.0
1401,win,30.0
1402,win,20.0
1403,lose,-20.0
1404,win,20.0
1405,win,20.0
1406,win,30.0
1407,lose,-40.0
1408,win,20.0
1409,win,40.0
1410,lose,-20.0
1411,lose,-20.0
1412,lose,-40.0
1413,lose,-20.0
1414,lose,-40.0
1415,lose,-20.0
1416,win,20.0
1417,lose,-20.0
1418,lose,-20.0
1419,lose,-40.0
1420,lose,-20.0
1421,win,20.0
1422,win,20.0
1423,lose,-10.0
1424,lose,-40.0
1425,lose,-10.0
1426,win,20.0
1427,win,20.0
1428,win,20.0
1429,lose,-40.0
1430,lose,-10.0
1431,lose,-20.0
1432,lose,-40.0
1433,lose,-20.0
1434,win,20.0
1435,lose,-40.0
1437,lose,-20.0
1438,lose,-20.0
1439,lose,-40.0
1440,win,20.0
1441,lose,-10.0
1442,win,20.0
1443,lose,-20.0
